999,Date,BTC,ETH,XRP,USDT,BCH,LTC,EOS,BNB,BSV,XTZ,XLM,TRX,ADA,ATOM,LEO,XMR,HT,LINK,NEO,DASH,ETC,MIOTA,CRO,USDC,STO,TAGZ5,MIN,INNBCL,HEX,ACA,COMP,VET,VEST,XEM,DOT,YFI,WBTC,BUSD,DAI,FIL,ALGO,REV,THETA
,2020-11-09,15332.32,444.16,0.2507,1.00,263.98,59.36,2.50,28.02,160.12,2.09,0.07968,0.02481,0.1053,,1.29,115.66,,12.52,,,,,0.0703,0.9999,,,,,,,,,,,4.35,,15294.62,,,,,,
,2020-11-10,15290.90,449.68,0.2539,1.00,257.35,58.24,2.50,28.19,157.19,2.15,0.07983,0.02487,0.1058,,1.30,115.33,,13.00,,,,,0.06984,1.00,,,,,,,,,,,4.42,,15243.55,,,,,,
,2020-11-11,15701.34,462.96,0.2563,1.00,257.12,59.52,2.50,27.96,159.13,2.12,0.08069,0.02505,0.106,,1.30,113.37,,12.81,,,,,0.07067,1.00,,,,,,,,,,,4.46,,15696.94,,,,,,
,2020-11-12,16276.34,461.01,0.2549,1.00,259.82,60.37,2.46,27.61,158.17,2.07,0.08067,0.02494,0.1045,,1.29,112.05,,12.42,,,,,0.07205,0.9992,,,,,,,,,,,4.40,,16226.76,,,,,,
,2020-11-13,16317.81,474.63,0.2652,1.00,259.17,65.46,2.60,28.18,161.15,2.15,0.08232,0.0254,0.1064,,1.29,114.11,,12.89,,,,,0.07042,1.00,,,,,,,,,,,4.54,,16232.42,,,,,,
,2020-11-14,16068.14,460.15,0.2683,1.00,255.77,63.77,2.54,27.94,157.74,2.10,0.08116,0.02519,0.1042,,1.27,116.58,,12.58,,,,,0.06765,1.00,,,,,,,,,,,4.47,,16039.94,,,,,,
,2020-11-15,15955.59,447.56,0.2696,1.00,241.37,62.28,2.50,27.62,154.43,2.02,0.08029,0.02541,0.1005,,1.27,114.62,,12.12,,,,,0.06395,1.00,,,,,,,,,,,4.38,,15887.32,,,,,,
,2020-11-16,16712.21,460.07,0.2877,1.00,249.91,73.55,2.58,27.97,157.83,2.09,0.0823,0.02553,0.1039,,,118.57,,12.62,,,,,0.06575,1.00,,,,,,,,,,,4.50,,16718.77,,1.00,,,,
,2020-11-17,17645.41,480.36,0.3024,1.00,255.29,75.85,2.71,28.53,166.85,2.14,0.08608,0.02647,0.1096,,1.30,125.43,,13.24,,,,,0.06436,1.00,,,,,,,,,,,4.84,,17654.39,,,,,,
,2020-11-18,17804.01,479.48,0.2942,1.00,247.13,73.69,2.64,28.08,162.15,2.09,0.08362,0.02682,0.1064,,1.30,123.64,,13.59,,,,,0.06582,1.00,,,,,,,,,,,4.68,,17793.18,,,,,,
,2020-11-19,17817.09,471.63,0.3038,1.00,246.27,81.68,2.64,28.09,161.59,2.08,0.08391,0.0258,0.1059,,1.27,118.39,,13.62,,,,,0.06673,1.00,,,,,,,,,,,4.76,,17788.12,,,,,,
,2020-11-20,18621.31,509.74,0.3281,1.00,258.85,82.58,2.78,28.89,166.00,2.10,0.08831,0.02627,0.1182,,1.27,120.94,,14.08,,,,,0.07699,1.00,,,,,,,,,,,5.23,,18623.14,,,,,,
,2020-11-21,18642.23,549.49,0.4583,0.9989,301.92,86.41,3.22,30.39,193.67,2.37,0.1084,0.03033,0.1329,,,128.07,,15.36,18.24,,,,0.07278,1,,,,,,,,,,,5.75,,18601.53,,,,,,
,2020-11-22,18370.00,558.07,0.4437,0.9992,286.99,82.70,3.05,29.93,177.87,2.27,0.1035,0.0287,0.1448,,1.28,123.33,,14.44,,,,,0.07094,1,,,,,,,,,,,5.48,,18398.17,,,,,,
,2020-11-23,18364.12,608.45,0.614,1.00,323.03,89.04,3.38,30.97,196.90,2.62,0.1306,0.03167,0.1535,,,129.89,,15.27,19.09,,,,0.07224,0.9998,,,,,,,,,,,5.91,,18358.94,,,,,,
,2020-11-24,19107.46,603.90,0.6921,0.9998,345.61,89.21,3.59,33.80,208.91,2.66,0.1955,0.03507,0.1663,,,135.20,,15.62,,,,,0.08112,0.9998,,,,,,,,,,0.1628,5.73,,19146.87,,,,,,
,2020-11-25,18732.12,570.69,0.6355,1.00,312.78,81.88,3.44,31.34,191.84,2.60,0.1952,0.03311,0.1552,,,129.15,,14.26,,,,,0.07826,1.00,,,,,,,,,,0.1814,5.31,,18690.25,,,,,,
,2020-11-26,17150.62,518.80,0.533,1.00,270.51,70.87,2.94,28.20,165.47,2.25,0.1675,0.02939,0.1383,,,119.35,,12.58,,,,,0.0637,1.00,,,,,,,,,,0.1589,4.80,,17123.87,,,,,,
,2020-11-27,17108.40,517.49,0.5593,1.00,264.96,69.12,2.87,28.48,161.80,2.25,0.2064,0.02936,0.141,,,117.31,,12.49,,,,,0.06425,1.00,,,,,,,,,,0.173,4.78,,17060.39,,,,,,
,2020-11-28,17717.42,538.23,0.6256,1.00,275.57,72.69,3.00,29.14,166.73,2.32,0.2002,0.03043,0.1648,,,122.00,,13.08,,,,,0.06521,1.00,,,,,,,,,,0.1806,4.90,,17734.59,,,,,,
,2020-11-29,18177.48,575.76,0.6062,1.00,283.93,79.24,3.03,30.12,168.20,2.36,0.1942,0.0307,0.1666,,,123.99,,13.37,,,,,0.06618,1.00,,,,,,,,,,0.178,5.19,,18167.78,,,,,,
,2020-11-30,19625.84,614.84,0.6643,1.00,316.42,87.57,3.26,31.39,,2.48,0.2021,0.03232,0.1713,,,129.71,,14.23,18.52,112.92,,0.3515,,,,,,,,,,,,0.1889,,,,,,30.37,,0.01162,
,2020-12-01,18803.00,587.32,0.6129,1.00,288.14,85.44,3.00,30.11,169.37,2.33,0.1844,0.03028,0.156,,,125.93,,13.39,,,,,0.06558,1.00,,,,,,,,,,0.1903,5.09,,18828.38,,,,,,
,2020-12-02,19201.09,598.35,0.6299,1.00,294.25,88.86,3.06,30.30,171.04,2.39,0.1852,0.0312,0.1586,,,127.90,,13.99,,,,,0.06677,1.00,,,,,,,,,,0.2002,5.46,,19214.00,,,,,,
,2020-12-03,19445.40,616.71,0.6315,1.00,292.30,89.10,3.08,30.70,170.83,2.41,0.1843,0.03164,0.1642,,,133.02,,13.97,,,,,0.06629,1,,,,,,,,,,0.2188,5.41,,19460.82,,,,,,
,2020-12-04,18699.77,569.35,0.5573,1.00,280.71,80.02,2.86,29.07,177.55,2.28,0.1629,0.02955,0.1482,,,127.02,,12.74,,,,,0.06291,1.00,,,,,,,,,,0.2422,5.03,,18665.34,,,,,,
,2020-12-05,19154.23,596.60,0.5844,1.00,289.31,83.12,3.01,29.73,181.97,2.32,0.1717,0.03057,0.1597,,,133.36,,13.17,,,,,0.06422,1.00,,,,,,,,,,0.2605,5.19,,19150.38,,,,,,
,2020-12-06,19345.12,601.91,0.6199,1.00,286.36,83.56,3.00,29.54,178.55,2.33,0.1756,0.03093,0.1589,,,134.65,,13.49,,,,,0.0638,1.00,,,,,,,,,,0.249,5.14,,19383.04,,,,,,
,2020-12-07,19191.63,591.84,0.6089,1.00,283.89,83.62,2.95,29.38,179.70,2.28,0.1685,0.03032,0.1541,,,138.92,,13.08,,,,,0.06418,1.00,,,,,,,,,,0.2364,5.06,,19176.63,,,,,,
,2020-12-08,18321.14,554.83,0.5588,0.9997,267.55,76.75,2.80,27.64,173.37,2.15,0.1528,0.02785,0.1409,,1.34,135.71,,12.15,,,,,,1.00,,,,,,,,,,0.2222,4.73,,18327.37,,,,,,
,2020-12-09,18553.92,573.48,0.5836,1.00,268.71,77.41,2.81,28.13,170.32,2.17,0.1722,0.02871,0.1482,,,132.63,,12.63,,,,,,1.00,,,,,,,,,,0.2174,4.86,,18531.15,,,30.50,,,
,2020-12-10,18264.99,559.68,0.573,1.00,265.98,74.83,2.74,27.70,166.41,2.11,0.1611,0.02815,0.142,,,133.90,,11.92,,,,,,1.00,,,,,,,,,,0.2175,4.80,,18250.66,,,30.61,,,
,2020-12-11,18058.90,545.80,0.5465,1.00,259.33,72.09,2.69,27.36,161.65,2.08,0.1512,0.02782,0.1394,,1.36,141.56,,11.66,,,,,,1,,,,,,,,,,0.2053,4.62,,18054.93,,,,,,
,2020-12-12,18803.66,568.57,0.5064,1.00,267.71,76.71,2.77,28.16,165.09,2.13,0.1589,0.02857,0.1445,,1.36,146.72,,12.21,,,,,,1.00,,,,,,,,,,0.2608,4.74,,18781.91,,,,,,
,2020-12-13,19142.38,589.66,0.5115,1,275.35,82.00,2.85,29.10,168.60,2.23,0.1749,0.02918,0.154,,1.36,151.91,,12.93,,,,,,0.9999,,,,,,,,,,0.2527,4.89,,19163.82,,,,,,
,2020-12-14,19246.64,586.01,0.4977,0.9999,276.55,82.36,2.84,30.03,166.64,2.22,0.1698,0.02909,0.158,,1.36,152.68,,12.83,,,,,,1,,,,,,,,,,0.2478,4.90,,19278.18,,,,,,
,2020-12-15,19417.08,589.36,0.4697,1.00,288.39,81.40,2.86,29.55,169.18,2.23,0.1666,0.02921,0.1543,,,151.00,,12.71,,,,,0.06165,1.00,,,,,,,,,,0.2464,5.25,,19428.91,,,,,,
,2020-12-16,21310.60,636.18,0.5686,1,311.42,92.79,3.10,30.49,179.62,2.36,0.1914,0.03118,0.1676,,,158.70,,13.45,,,,,0.06487,0.9999,,,,,,,,,,0.2563,5.36,,21367.41,,,,,,
,2020-12-17,22805.16,642.87,0.5767,0.9998,310.30,100.96,3.04,30.18,179.07,2.29,0.1859,0.03071,0.1635,,,160.22,,13.47,,,,,0.06645,0.9998,,,,,,,,,,0.2795,5.34,,22818.61,,,,,,
,2020-12-18,23137.96,654.81,0.5843,1.00,312.78,109.38,3.06,30.94,178.44,2.33,0.1851,0.03111,0.165,,,154.82,,13.51,,,,,0.06479,0.9999,,,,,,,,,,0.3031,5.37,,23146.72,,,,,,
,2020-12-19,23869.83,659.30,0.5792,1.00,318.25,120.56,3.06,33.30,176.92,2.33,0.1818,0.03129,0.1647,,,155.02,,13.49,,,,,0.06594,1,,,,,,,,,,0.2982,5.34,,23874.20,,,,,,
,2020-12-20,23477.30,638.29,0.5561,0.9996,348.16,114.67,3.14,34.16,182.79,2.27,0.177,0.03123,0.162,,,152.50,,13.07,,,,,0.06605,0.9999,,,,,,,,,,0.2892,5.19,,23472.00,,,,,,
,2020-12-21,22803.08,609.82,0.5169,0.9998,314.49,105.01,2.94,32.27,171.65,2.19,0.1664,0.02938,0.1527,,1.35,146.27,,12.34,,,,,,0.9999,,,,,,,,,,0.2768,4.89,,22744.46,,,,,,
,2020-12-22,23783.03,634.85,0.4484,0.9996,323.89,113.68,2.90,33.48,171.53,2.19,0.1622,0.02889,0.1562,,1.36,156.17,,12.79,,,,,,1,,,,,,,,,,0.2774,5.15,,23820.51,,,,,,
,2020-12-23,23241.34,583.71,0.2586,0.9994,274.15,101.82,2.30,31.10,153.60,1.82,0.1265,0.02482,0.1364,,1.36,150.90,,10.83,,,,,,0.9999,,,,,,,,,,0.2334,4.71,,23229.82,,,,,,
,2020-12-24,23735.95,611.61,0.3378,0.9999,296.28,111.57,2.67,32.50,162.18,2.06,0.1596,0.0277,0.1529,,1.36,156.76,,11.58,,,,,,1.00,,,,,,,,,,0.2567,5.13,,23737.31,,,,,,
,2020-12-25,24664.79,626.41,0.3181,1.00,318.34,126.98,2.66,33.16,165.40,2.03,0.1526,0.0285,0.1576,,1.36,159.27,,11.55,,,,,,1.00,,,,,,,,,,0.2439,5.21,,24652.15,,,,,,
,2020-12-26,26437.04,635.84,0.2947,0.9985,322.83,129.46,2.61,33.48,164.13,1.98,0.147,0.02774,0.1578,,,167.94,,10.96,,,,,,0.9997,,,,,,,,,,0.2365,5.18,,26409.53,,,,,,1.66
,2020-12-27,26272.29,682.64,0.283,0.9989,338.18,127.52,2.71,33.51,167.30,2.00,0.145,0.02885,0.1544,,1.36,157.26,,12.13,,,,,,1.00,,,,,,,,,,0.2359,5.14,,26237.58,,,,,,
,2020-12-28,27084.81,730.40,0.248,0.9986,362.09,130.05,2.76,35.84,168.49,2.12,0.1444,0.02953,0.1767,,,166.49,,12.63,,,,,,1.00,,,,,,,,,,0.2308,6.59,,27025.56,,,,,,1.55
,2020-12-29,27362.44,731.52,0.221,0.9986,353.09,129.04,2.64,38.95,164.40,2.04,0.1388,0.02769,0.1922,,,161.39,,11.77,,,,,,1,,,,,,,,,,0.2232,7.52,,27191.39,,,,,,1.45
,2020-12-30,28840.95,751.62,0.2118,1.00,358.81,129.47,2.61,38.14,166.90,1.99,0.1319,0.02695,0.184,,,159.37,,11.25,,,,,,1.00,,,,,,,,,,0.1929,7.25,,28788.81,,,,,,1.60
,2020-12-31,29001.72,737.80,0.2198,1.00,343.05,124.69,2.60,37.38,163.63,2.02,0.1284,0.02683,0.1814,,,156.57,,11.27,,,,,,0.9998,,,,,,,,,,0.2045,9.29,,28977.74,,,,,,1.86
