999,Date,BTC,ETH,XRP,USDT,BCH,LTC,EOS,BNB,BSV,XTZ,XLM,TRX,ADA,ATOM,LEO,XMR,HT,LINK,NEO,DASH,ETC,MIOTA,CRO,USDC,STO,TAGZ5,MIN,INNBCL,HEX,ACA,COMP,VET,VEST,XEM,DOT,YFI,WBTC,BUSD,DAI,FIL,ALGO,REV,THETA,UNI,AAVE,DOGE,SNX,EGLD,AVAX,SOL,LUNA,KLAY,BTT,SHIB,ICP,MATIC,FTT,UST
,2021-05-30,35678.13,2390.31,0.9066,1.00,663.51,170.98,,325.78,,,0.3757,,1.58,,,,,26.87,,,66.37,,,0.9995,,,,,,,,0.1076,,,20.47,,,0.9995,,,,,,25.74,,0.3022,,,,28.60,,,,,111.35,1.86,,
,2021-05-31,37332.85,2714.95,1.05,1.00,703.88,188.03,,354.33,,,0.4034,,1.74,,,,,32.09,,,70.22,,,1.00,,,,,,,,0.1262,,,23.43,,,1.00,,,,,,28.37,,0.3258,,,,32.82,,,,,114.80,1.88,,
,2021-06-01,36684.92,2633.52,1.01,1.00,691.40,182.98,,362.79,,,0.4177,,1.73,,,,,30.70,,,67.79,,,1.00,,,,,,,,0.1207,,,22.81,,,1.00,,,,,,27.40,,0.3701,,,,30.99,,,,,107.59,1.82,,
,2021-06-02,37575.18,2706.12,1.02,1.00,697.91,187.26,,401.26,,,0.419,,1.75,,,,,30.66,,,,,,1.00,,,,,,,,0.1258,,,25.96,,,1.00,,,,,7.94,27.63,,0.4234,,,,33.96,,,,,107.46,1.80,,
,2021-06-03,39208.77,2855.13,1.05,1.00,718.45,193.09,,427.81,,,0.4253,,1.84,,,,,32.19,,,,,,1.00,,,,,,,,0.1427,,,27.01,,,1.00,,,,,9.57,28.63,,0.4,,,,39.47,,,,,124.55,1.82,,
,2021-06-04,36894.41,2688.19,0.9702,1.00,671.14,178.87,,391.40,,,0.385,,1.71,,,,,28.88,,,,,,1.00,,,,,,,,0.1293,,,25.01,,,1.00,,,,,8.91,26.44,,0.3763,,,,37.42,,,,,108.98,1.63,,
,2021-06-05,35551.96,2630.58,0.9233,1.00,649.44,173.03,,390.43,,,0.3754,,1.66,,,,,27.13,,,,,,1.00,,,,,,,,0.1252,,,23.82,,,1.00,,,,,8.98,25.61,,0.3722,,,,39.59,,,,,104.75,1.53,,
,2021-06-06,35862.38,2715.09,0.9453,1.00,657.50,176.64,,393.82,,,0.3813,,1.68,,,,,27.55,,,,,,1.00,,,,,,,,0.1286,,,24.20,,,1.00,,,,,8.85,25.91,,0.3718,,,,42.31,,,,,104.59,1.58,,
,2021-06-07,33560.71,2590.26,0.8612,1.00,596.08,161.73,,357.31,,,0.3462,,1.56,,,,,24.53,,,,,,1.00,,,,,,,,0.1144,,,21.63,,,1.00,,,,,8.69,24.20,,0.331,,,,38.26,,,,,91.10,1.48,,
,2021-06-08,33472.63,2517.44,0.8758,1.00,597.09,161.16,,354.00,,,0.3506,,1.59,,,,,24.17,,,,,,1.00,,,,,,,,0.1135,,,21.75,,,1.00,,,,,9.01,23.53,,0.3277,,,,41.52,,,,,81.64,1.49,,
,2021-06-09,37345.12,2608.27,0.92,1.00,633.14,172.14,,375.73,,,0.3643,,1.62,,,,,25.57,,,,,,1,,,,,,,,0.12,,,23.18,,,1,,,,,9.38,25.13,,0.3433,,,,42.03,,,,,81.54,1.49,,
,2021-06-10,36702.60,2471.52,0.8692,1.00,602.85,168.20,,352.18,,,0.3392,,1.53,,,,,23.10,,,,,,1.00,,,,,,,,0.1119,,,22.68,,,1.00,,,,,8.73,23.60,,0.3264,,,,41.10,,,,,66.59,1.36,,
,2021-06-11,37334.40,2353.77,0.8485,1.00,578.27,162.88,,345.93,,,0.3187,,1.44,,,,,21.48,,,,,,1.00,,,,,,,,,,,20.99,,37259.92,1.00,,,,,7.96,21.85,,0.3194,,,,36.05,,,,,58.24,1.25,,
,2021-06-12,35552.52,2372.48,0.8327,1.00,580.53,162.01,,343.74,,,0.3283,,1.48,,,,,21.69,,,,,,1.00,,,,,,,,0.106,,,20.78,,,1.00,,,,,7.83,21.32,,0.3121,,,,36.44,,,,,61.21,1.34,,
,2021-06-13,39097.86,2508.39,0.8832,0.9997,614.35,170.93,,366.65,,,0.3447,,1.56,,,,,23.34,,,,,,0.9996,,,,,,,,,,,22.08,,38899.30,0.9995,,,,,8.78,23.27,,0.3244,,,,38.77,,,,,64.57,1.47,,
,2021-06-14,40536.07,2583.05,0.8916,1.00,640.05,180.00,,370.25,,,0.3433,,1.58,,,,,24.99,,,,,,1.00,,,,,,,,,,,25.94,,40489.12,1.00,,,,,9.07,24.18,,0.3278,,,,39.71,,,,,66.83,1.55,,
,2021-06-15,40155.30,2546.59,0.8667,1.00,628.60,175.41,,366.74,,,0.3339,,1.56,,,,,24.57,,,,,,1.00,,,,,,,,,,,23.99,,40214.31,1.00,,,,,8.92,23.46,,0.3205,,,,39.49,,,,,60.33,1.63,,
,2021-06-16,38347.06,2367.66,0.8319,1.00,593.05,166.46,,347.03,,,0.3174,,1.48,,,,,23.02,,,,,,1.00,,,,,,,,,,,22.97,,38333.13,1.00,,,,,8.95,21.83,,0.3078,,,,39.70,,,,,55.23,1.48,,
,2021-06-17,38053.50,2372.00,0.8414,1.00,599.36,167.06,,352.74,,,0.3176,,1.48,,,,,23.36,,,,,,1.00,,,,,,,,,,,22.51,,38009.70,1.00,,,,,9.50,22.15,,0.3065,,,,39.26,,,,,54.01,1.50,,
,2021-06-18,35787.24,2231.73,0.7976,1.00,563.29,156.36,,336.81,,,,,1.42,,,,,21.21,,,,,,1.00,,,,,,,,,,,21.40,,35772.05,1.00,,65.68,,,8.97,20.39,,0.2935,,,,36.65,,,,,48.11,1.38,,
,2021-06-19,35615.87,2178.50,0.7617,1.00,554.90,153.30,,335.71,,,0.2908,,1.39,,,,,20.42,,,,,,1.00,,,,,,,,,,,20.36,,35607.28,1.00,,,,,8.93,19.91,,0.2874,,,,35.35,,,,,49.07,1.36,,
,2021-06-20,35698.30,2246.36,0.7764,1.00,557.53,155.09,,340.07,,,0.2976,,1.43,,,,,21.74,,,,,,1.00,,,,,,,,0.09872,,,20.67,,35670.93,1.00,,,,,8.72,20.81,,0.2809,,,,35.32,,,,,,1.40,,
,2021-06-21,31676.69,1888.45,0.6104,1.00,456.29,124.79,,270.98,,,0.2367,,1.18,,,,,17.42,,,,,,1.00,,,,,,,,,,,15.77,,31662.64,1.00,1.00,,,,6.52,15.85,,0.1787,,,,26.66,,,,,,1.10,,
,2021-06-22,32505.66,1874.95,0.5451,1.00,443.78,119.60,,261.82,,,0.2346,,1.15,,,,,16.81,,,,,,1.00,,,,,,,,,,,14.65,,32448.80,1.00,1.00,,,,6.45,16.38,,0.191,,,,26.77,,,,,,1.07,,
,2021-06-23,33653.67,1968.64,0.6379,1.00,473.28,128.93,,296.07,,,0.2557,,1.25,,,,,18.37,,,,,,1.00,,,,,,,,,,,15.78,,33676.04,1.00,1.00,,,,6.90,17.81,,0.2354,,,,30.75,,,,,,1.18,,
,2021-06-24,34662.44,1988.46,0.672,1.00,486.21,134.48,,308.40,,,0.2678,,1.36,,,,,19.04,,,,,,1.00,,,,,,,,0.08054,,,16.25,,34668.04,1.00,,,,,7.29,18.05,,0.2628,,,,31.18,,,,,,1.20,,
,2021-06-25,31637.78,1813.22,0.6133,0.9998,451.92,125.69,,281.62,,,0.2426,,1.26,,,,,16.93,,,,,,1.00,,,,,,,,,,,14.47,,31733.60,1.00,1.00,,,,6.70,15.91,,0.2392,,,,28.70,,,,,,1.05,,
,2021-06-26,32186.28,1829.24,0.6154,1.00,458.78,126.66,,279.44,,,0.2493,,1.25,,,,,16.96,,,,,,1.00,,,,,,,,,,,14.50,,32055.93,1.00,1.00,,,,6.58,16.10,,0.2448,,,,29.71,,,,,,1.08,,
,2021-06-27,34649.64,1978.89,0.6469,1.00,476.89,132.35,,290.57,,,0.2586,,1.34,,,,,18.34,,,,,,1.00,,,,,,,,,,,15.02,,34590.69,1.00,,,,,6.89,17.10,,0.2644,,,,31.93,,,,,42.90,1.11,,
,2021-06-28,34434.34,2079.66,0.6437,0.9999,500.67,137.37,,289.53,,,0.2635,,1.32,,,,,18.77,,,,,,0.9999,,,,,,,,,,,15.74,,34366.26,0.9999,,,,,6.90,17.68,,0.2569,,,,32.93,,,,,50.20,1.12,,
,2021-06-29,35867.78,2160.77,0.7017,1.00,522.27,143.70,,300.21,,,0.2808,,1.37,,,,,19.46,,,,,,1.00,,,,,,,,,,,16.25,,35900.98,1.00,,,,,7.08,18.55,,0.2628,,,,33.87,,,,,54.07,1.17,,
,2021-06-30,35040.84,2274.55,0.7064,1.00,526.30,144.14,,303.30,,,,,1.38,,,,,19.50,,,57.63,,,1.00,,,,,,,,,,,16.40,,35090.36,1,,,,,6.91,19.28,,0.2542,,,,35.56,,,,,49.91,1.17,,
,2021-07-01,33572.12,2113.61,0.6612,1.00,498.19,137.58,,288.22,,,0.2697,,1.34,,,,,18.27,,,,,,1.00,,,,,,,,,,,15.28,,33519.05,1.00,,,,,6.33,17.87,,0.2445,,,,33.40,,,,,45.84,1.08,,
,2021-07-02,33897.05,2150.04,0.6568,1.00,496.35,136.94,,287.42,,,0.2634,,1.39,,,,,18.28,,,53.77,,,1.00,,,,,,,,,,,15.34,,33824.26,1.00,,,,,6.25,18.24,,0.2453,,,,34.02,,,,,,1.10,,
,2021-07-03,34668.55,2226.11,0.6729,1,505.32,140.28,,298.24,,,,,1.41,,,,,18.54,,,56.83,,,1,,,,,,,,,,,15.55,,34676.99,0.9998,,,,,6.27,19.52,,0.2464,,,,34.48,,,,,48.81,1.12,,
,2021-07-04,35287.78,2321.72,0.6949,0.9995,526.43,144.91,,307.73,,,,,1.46,,,,,19.26,,,56.25,,,0.9995,,,,,,,,,,,16.01,,35289.76,0.9994,,,,,6.35,20.77,,0.2465,,,,34.31,,,,,46.85,1.15,,
,2021-07-05,33746.00,2198.58,0.6543,1.00,505.06,138.07,,302.38,,,,,1.40,,,,,18.37,,,53.68,,,1.00,,,,,,,,,,,15.24,,33806.66,1.00,,,,,5.95,20.10,,0.2316,,,,32.98,,,,,46.28,1.10,,
,2021-07-06,34235.19,2324.68,0.6654,1.00,511.67,138.99,,320.93,,,,,1.42,,,,,20.08,,,54.71,,,1.00,,,,,,,,,,,16.14,,34189.37,1.00,,,,,6.13,22.40,,0.2344,,,,34.27,,,,,46.20,1.13,,
,2021-07-07,33855.33,2315.16,0.6516,1.00,508.86,137.37,,327.52,,,,,1.40,,,,,19.76,,,52.81,,,1.00,,,,,,,,,,,16.86,,33880.79,1.00,,,,,6.37,22.23,,0.2241,,,,36.59,,,,,45.36,1.13,,
,2021-07-08,32877.37,2120.03,0.6231,0.9999,490.99,132.31,,310.43,,,0.2434,,1.33,,,,,18.42,,,49.62,,,0.9999,,,,,,,,,,,15.34,,32844.55,0.9999,,,,,6.15,20.40,,0.2076,,,,33.20,,,,,,1.04,,
,2021-07-09,33798.01,2146.69,0.6368,0.9996,504.06,134.57,,316.48,,,0.2458,,1.35,,,,,18.63,,,50.12,,,0.9998,,,,,,,,,,,15.67,,33860.87,0.9998,,,,,6.06,20.99,,0.2199,,,,33.26,,,,,,1.05,,
,2021-07-10,33520.52,2111.40,0.6255,1,497.50,133.99,,316.14,,,0.2453,,1.34,,,,,18.21,,,49.17,,,1.00,,,,,,,,,,,15.29,,33516.69,1.00,,,,,5.90,20.24,,0.2139,,,,31.79,,,,,,1.03,,
,2021-07-11,34240.19,2139.66,0.6359,1.00,498.21,134.25,,322.03,,,0.2462,,1.35,,,,,18.36,,,49.69,,,1.00,,,,,,,,,,,15.48,,34253.77,1.00,,,,,5.93,20.68,,0.2159,,,,32.18,,,,,,1.04,,
,2021-07-12,33155.85,2036.72,0.6302,1.00,480.84,133.54,,316.33,,,0.2393,,1.32,,,,,17.55,,,47.81,,,1.00,,,,,,,,,,,14.87,,33209.69,1.00,,,,,5.58,19.59,,0.208,,,,30.85,,,,,,0.997,,
,2021-07-13,32702.03,1940.08,0.6195,0.9999,465.41,131.32,,308.81,,,0.2327,,1.27,,,,,16.87,,,,,,1.00,,,,,,,,,,,14.19,,32691.94,1.00,1.00,,,,,18.44,,0.2,,,,29.12,,,,,38.90,0.9457,,
,2021-07-14,32822.35,1994.33,0.6203,1.00,467.73,131.06,,309.41,,,0.2401,,1.26,,,,,16.95,,,45.66,,,1,,,,,,,,,,,13.80,,32804.84,1.00,1.00,,,,,17.87,,0.1973,,,,31.28,,,,,,0.9287,,
,2021-07-15,31780.73,1911.18,0.5969,0.9999,454.63,125.49,,315.24,,,0.241,,1.22,,,,,15.68,,,43.16,,,1.00,,,,,,,,,,,13.08,,31650.25,1.00,1.00,,,,,17.00,,0.1849,,,,28.45,,,,,,0.8768,,
,2021-07-16,31421.54,1880.38,0.5908,1.00,439.78,121.04,,302.99,,,0.2364,,1.17,,,,,15.26,,,41.26,,,1.00,,,,,,,,,,,12.05,,31484.58,1.00,1.00,,,,,16.41,,0.1723,,,,26.37,,,,,,0.8126,,
,2021-07-17,31533.07,1898.83,0.5824,1.00,437.04,120.03,,300.50,,,0.233,,1.17,,,,,15.36,,,41.45,,,1.00,,,,,,,,,,,12.29,,31570.67,1.00,1.00,,,,,16.11,,0.1861,,,,26.72,,,,,,0.8015,,
,2021-07-18,31796.81,1895.55,0.5879,1.00,439.65,119.51,,302.48,,,0.2307,,1.18,,,,,15.50,,,41.99,,,1.00,,,,,,,,,,,12.68,,31763.18,1.00,1.00,,,,,16.36,,0.1822,,,,26.75,,,,,,0.7955,,
,2021-07-19,30817.83,1817.30,0.5576,1.00,415.69,113.16,,280.02,,,0.2115,,1.12,,,,,14.51,,,41.51,,,1.00,,,,,,,,,,,11.43,,30828.95,1.00,1.00,,,,,15.69,,0.1736,,,,24.45,,,,,,0.7307,,
,2021-07-20,29807.35,1787.51,0.5293,1.00,399.57,107.40,,264.78,,,0.2124,,1.06,,,,,13.78,,,39.39,,,1.00,,,,,,,,,,,10.98,,29707.06,1.00,1.00,,,,,14.60,,0.1708,,,,23.49,,,,,,0.6901,,
,2021-07-21,32110.69,1990.97,0.57,1.00,430.44,117.46,,292.53,,,0.2278,,1.17,,,,,15.27,,,42.86,,,1.00,,,,,,,,,,,12.31,,32092.53,1.00,1.00,,,,,16.68,,0.1903,,,,26.62,,,,,,0.888,,
,2021-07-22,32313.11,2025.20,0.5922,1.00,442.82,120.74,,293.64,,,0.2636,,1.19,,,,,16.09,,,43.41,,,1.00,,,,,,,,,,,13.16,,32331.96,1.00,1.00,,,,,17.60,,0.1913,,,,27.70,,,,,,0.8806,,
,2021-07-23,33581.55,2124.78,0.6092,1.00,455.78,124.25,,299.28,,,0.2695,,1.21,,,,,16.51,,,45.79,,,1.00,,,,,,,,,,,13.40,,33569.31,1.00,1.00,,,,,18.62,,0.1948,,,,28.51,,,,,,0.9492,,
,2021-07-24,34292.45,2189.22,0.6098,1.00,460.15,126.19,,302.07,,,0.2677,,1.23,,,,,16.71,,,49.48,,,1.00,,,,,,,,,,,13.81,,34253.60,1.00,,,,,,18.28,,0.1973,,,,28.70,,,,,43.46,0.9493,,
,2021-07-25,35350.19,2191.37,0.6064,1.00,456.02,127.60,,302.44,,,0.2617,,1.23,,,,,16.76,,,48.46,,,0.9996,,,,,,,,,,,13.71,,35268.89,0.9996,,,,,6.13,18.27,,0.1979,,,,28.17,,,,,,0.9399,,
,2021-07-26,37337.53,2233.37,0.6256,1.00,482.88,131.36,,304.48,,,0.2615,,1.26,,,,,18.09,,,48.53,,,1.00,,,,,,,,,,,13.95,,37394.28,0.9999,,,,,5.64,18.57,,0.2044,,,,28.31,,,,,,1.02,,
,2021-07-27,39406.94,2298.33,0.6446,1.00,502.30,134.62,,313.60,,,0.2631,,1.28,,,,,19.50,,,49.45,,,1.00,,,,,,,,,,,14.38,,39128.19,0.9999,,,,,5.97,18.88,,0.2059,,,,28.07,,,,,,1.04,,
,2021-07-28,39995.91,2296.55,0.7254,1.00,510.14,139.84,,313.43,,,0.2689,,1.28,,,,,19.03,,,49.17,,,0.9998,,,,,,,,,,,14.54,,39992.65,1,,,,,5.80,19.02,,0.2054,,,,27.82,,,,,,1.02,,
,2021-07-29,40008.42,2380.96,0.748,1.00,538.30,141.32,,316.75,,,0.2723,,1.28,,,,,19.35,,,49.25,,,1.00,,,,,,,,,,,15.24,,40040.90,1.00,,,,,6.03,19.54,,0.2046,,,,31.28,,,,,,1.03,,
,2021-07-30,42235.55,2466.96,0.7521,1.00,552.74,145.78,,322.91,,,0.2794,,1.31,,,,,22.32,,,51.09,,,0.9998,,,,,,,,,,,15.84,,42054.40,0.9999,,,,,5.99,20.97,,0.2088,,,,32.39,,,,,,1.07,,
,2021-07-31,41626.20,2536.21,0.7478,1.00,547.80,144.93,,333.55,,,0.2857,,1.32,,,,,22.75,,,51.42,,,0.9998,,,,,,,,,,,16.85,,41713.56,0.9998,,,,,6.11,21.81,,0.2083,,,,36.83,,,,,,1.08,,
,2021-08-01,39974.90,2561.85,0.7259,1.00,527.84,140.74,,333.48,,,0.2762,,1.32,,,,,22.13,,,50.42,,,1.00,,,,,,,,,,,18.41,,40007.87,1.00,,,,,5.77,22.03,,0.2044,,,,34.25,,,,,,1.05,,
,2021-08-02,39201.95,2610.15,0.7392,1.00,543.99,141.51,,331.10,,,0.2746,,1.31,,,,,23.48,,,51.37,,,1.00,,,,,,,,,,,18.02,,39131.12,1.00,,,,,5.83,22.41,,0.2036,,,,33.22,,,,,,1.05,,
,2021-08-03,38152.98,2502.35,0.7127,1.00,536.99,138.29,,322.75,,,0.2742,,1.37,,,,,23.88,,,49.37,,,1.00,,,,,,,,,,,17.34,,38145.42,1.00,,,,,,21.28,,0.196,,,,34.00,14.72,,,,,1.02,,
,2021-08-04,39747.51,2724.62,0.7305,1.00,545.97,142.62,,334.92,,,0.2804,,1.38,,,,,24.19,,,51.61,,,1.00,,,,,,,,,,,19.16,,39804.08,1.00,,,,,6.07,23.53,,0.2015,,,,35.76,,,,,,1.05,,
,2021-08-05,40869.55,2827.33,0.7332,1.00,548.60,143.44,,337.87,,,0.2804,,1.39,,,,,24.05,,,52.46,,,0.9996,,,,,,,,,,,19.13,,40895.67,0.9998,,,,,7.09,25.44,,0.201,,,,37.36,,,,,,1.06,,
,2021-08-06,42816.50,2890.94,0.7465,1.00,556.44,147.80,,342.14,,,0.2847,,1.40,,,,,23.86,,,53.00,,,0.9998,,,,,,,,,,,20.40,,42881.55,0.9999,,,,,6.87,26.16,,0.2047,,,,39.45,,,,,,1.08,,
,2021-08-07,44555.80,3157.24,0.8163,1.00,583.13,155.86,,355.74,,,0.3063,,1.47,,,,,24.63,,,60.54,,,0.9999,,,,,,,,,,,20.97,,44459.35,0.9998,,,,,,28.19,,0.2603,,,,39.40,,,,,61.84,1.17,,
